uid;error_id;start_vid;end_vid;error_val;type;level;geom
1310522-991802;;1310522;991802;0;No error;5;0104000020E6100000020000000101000000A83AE46638F262401DAA29C93A7D40C00101000000DF477F7952F262402B8B1DE8FC7C40C0
1311855-1062854;746;1311855;1062854;100;Error;5;0104000020E61000000200000001010000000D8AE6016CF262407E88B25CDB7D40C00101000000C875F81079F2624070BEC74F997D40C0
1312074-2088109;;1312074;2088109;0;No error;5;0104000020E6100000020000000101000000B63B5A8BC5D8624076DEC666470541C00101000000AF08FEB712D96240D628DA0BBB0441C0
1312586-2202479;;1312586;2202479;0;No error;5;0104000020E610000002000000010100000022D456363D1163400E4526851E483FC001010000001BE5AAC31B136340B44D3B46C33F3FC0
1313496-599125;;1313496;599125;0;No error;5;0104000020E610000002000000010100000082453470F6106340645694B7C8443FC0010100000033164D672707634031CEDF84421C3FC0
1313998-2215340;812;1313998;2215340;100;Error;5;0104000020E6100000020000000101000000D3669C866885624016FBCBEEC9C240C00101000000BA2F67B66B856240708802C7AFC240C0
1314003-1320779;;1314003;1320779;0;No error;5;0104000020E61000000200000001010000009291B3B0A7D962402D18A60062E840C00101000000EE17FDB2C5D96240B60B72BCA7E740C0
1314700-1334387;;1314700;1334387;0;No error;5;0104000020E61000000200000001010000005B8EFC6647DC6240DEC25F387CC540C00101000000E9C4D44C2DDC6240644392B476C540C0
1314877-979969;;1314877;979969;0;No error;5;0104000020E61000000200000001010000009B15F6594AD362403C90AB47D0B940C0010100000093A3A597BDCE6240A4AA09A2EEBE40C0
1316259-1450757;;1316259;1450757;0;No error;5;0104000020E6100000020000000101000000B81270BEC732634042DAB57350D43CC001010000002F6013E3C6316340E3AEB9FEB8D63CC0
1318049-278272;639;1318049;278272;70;Near error;5;0104000020E6100000020000000101000000CD284CCE7FF76240B29DEFA7C67540C00101000000DBE621AE77F76240FCE7C479937540C0
1318374-204978;;1318374;204978;0;No error;5;0104000020E61000000200000001010000000ACBE9FC65E462400FB6D8EDB3E640C001010000008422275D44E462404055E0BFD4E640C0
1323574-1280312;680;1323574;1280312;70;Near error;5;0104000020E610000002000000010100000001B4F7F337E3624089624DC00AC73DC00101000000D6EDA29E74E362408C8752D6CAC73DC0
1324059-1340040;;1324059;1340040;0;No error;5;0104000020E61000000200000001010000002CC5443907EB62408B8DD4D6E3BE40C00101000000D798219F61EB624062C90B9F63BE40C0
1326234-1591013;;1326234;1591013;0;No error;5;0104000020E61000000200000001010000002507EC6A326162404A22A067586541C00101000000E4FD13B725616240B998558E7F6641C0
1330525-1650257;;1330525;1650257;0;No error;5;0104000020E61000000200000001010000001A6437D840DA62403EBFDEB364CD40C00101000000E0586144ECD96240C7962F794DCD40C0
1327662-1303806;;1327662;1303806;0;No error;5;0104000020E61000000200000001010000007EA76ED344E362409BF39DA921CD3DC0010100000021A92AD9D6E2624011A62897C6C93DC0
1334757-88453;502;1334757;88453;100;Error;5;0104000020E61000000200000001010000007D299721E9D762409373620FEDCB40C0010100000035DE0CEDD2D7624003FA8E2B3FCC40C0
1328723-142537;;1328723;142537;0;No error;5;0104000020E610000002000000010100000011902FA1C2DC624086AF0A2F1CBC40C001010000002BDF8ECBD3DC624032B2BF4758BD40C0
1328854-656555;;1328854;656555;0;No error;5;0104000020E6100000020000000101000000848659C3E0F06240AD5A88C4F37340C00101000000FBCDC47461EF6240F8904B77327340C0
1329589-789542;;1329589;789542;0;No error;5;0104000020E610000002000000010100000064BF380242E062406F84A0FE0E0341C0010100000086D1072652E06240B7088CF50D0341C0
1330468-1092121;;1330468;1092121;0;No error;5;0104000020E6100000020000000101000000E1945E40D4E662402EA5D35F54EB40C001010000002579AEEFC3E6624054C4E9245BEB40C0
1335785-46383;555;1335785;46383;100;Error;5;0104000020E6100000020000000101000000829DAC627BE36240B1B508D682E340C00101000000C20765D07FE36240F7DC53837AE340C0
1336861-391715;;1336861;391715;0;No error;5;0104000020E610000002000000010100000055E4C6E3D8F3624017FD570C0D7B40C00101000000AFCB95E67BF3624007077B13437C40C0
1344838-1555299;514;1344838;1555299;100;Error;5;0104000020E6100000020000000101000000ECB5EA84E1CF6140C56FAF71A20141C00101000000743D76BCEECC6140EBDF9AE0400D41C0
1337456-1447140;;1337456;1447140;0;No error;5;0104000020E61000000200000001010000008B000231A431634058F1FC58775C3CC00101000000EF54C03DCF31634070F893E7B05F3CC0
1339020-1386652;;1339020;1386652;0;No error;5;0104000020E6100000020000000101000000580FA9B364DF6240B14DCF60F8ED40C0010100000040E5F3E560DF6240FC4BF7DFEFED40C0
1339271-1386652;;1339271;1386652;0;No error;5;0104000020E61000000200000001010000004173E7D374DF6240A188A0C5ADED40C0010100000040E5F3E560DF6240FC4BF7DFEFED40C0
1340040-1309857;;1340040;1309857;0;No error;5;0104000020E6100000020000000101000000D798219F61EB624062C90B9F63BE40C00101000000D85D45EB0DEB624082A158B8F6BE40C0
1340118-1255523;;1340118;1255523;0;No error;5;0104000020E610000002000000010100000085A22F73F0DC6240BFFB993050CE40C001010000001541F740C6DC624025E2523AFDCD40C0
1346753-1364670;545;1346753;1364670;100;Error;5;0104000020E6100000020000000101000000B1E5F0A420D96240D32A9F8AC0DE40C00101000000537B6C26FAD86240E8418BB674DE40C0
1342373-2041823;;1342373;2041823;0;No error;5;0104000020E610000002000000010100000089BD06335CF462404E999B6F447840C001010000005633C6E212F46240920145D1A87840C0
1342855-394156;;1342855;394156;0;No error;5;0104000020E6100000020000000101000000F2FE89DB72D862408EE497665FDF40C00101000000793BC26901D86240B3D36AA395DF40C0
1343589-2066969;;1343589;2066969;0;No error;5;0104000020E610000002000000010100000053E1197E01F36240D1F4C8D57EFB3EC00101000000F49BD3769D066340B84E6DBAAFD63EC0
1343760-20341;;1343760;20341;0;No error;5;0104000020E61000000200000001010000003E42CD90EADE6240220BE24DC8D340C00101000000565E978646DE6240DC8B1EAE8BD440C0
1349932-1350312;;1349932;1350312;0;No error;5;0104000020E61000000200000001010000002CC203B93AE462402DB1321AF9FE40C0010100000095FF7F5223E46240CF7DDEF9EAFE40C0
1343820-197428;;1343820;197428;0;No error;5;0104000020E61000000200000001010000009AC129BDC0E16240161EEA2DD4FC40C0010100000001405FC488E16240FE0C6FD6E0FC40C0
1344071-1988841;;1344071;1988841;0;No error;5;0104000020E610000002000000010100000078AD2935A0DA62409C508880430A41C00101000000F1F0434A98DA624009B3BFA2110A41C0
1347294-1404277;;1347294;1404277;0;No error;5;0104000020E61000000200000001010000006E78301892E0624041391B3C5D0541C001010000005A83F75539E06240BC35FAE29C0441C0
1347405-1382997;;1347405;1382997;0;No error;5;0104000020E6100000020000000101000000D5F1F33AFDD8624062C55F49A8DD40C00101000000AE56DC6E38D96240B05D352ACBDC40C0
1349431-1723092;;1349431;1723092;0;No error;5;0104000020E6100000020000000101000000490D124703E16240FE929E33B3F540C00101000000110E07531EE1624018B90265AEF540C0
1349538-332041;;1349538;332041;0;No error;5;0104000020E6100000020000000101000000C995D5CF76E0624027D7B90E7AF040C00101000000A27E17B666E06240D09E268E97F040C0
1349953-420331;;1349953;420331;0;No error;5;0104000020E610000002000000010100000078D15790E6D76240E947C32973E840C0010100000046E460DBC7D7624064BAC61D25E640C0
1350300-845642;;1350300;845642;0;No error;5;0104000020E610000002000000010100000052706715ACE46240FD39BB6BBFE740C0010100000088FEBFA07BE4624038F3AB3940E840C0
1350312-1349932;;1350312;1349932;0;No error;5;0104000020E610000002000000010100000095FF7F5223E46240CF7DDEF9EAFE40C001010000002CC203B93AE462402DB1321AF9FE40C0
1351303-1353897;;1351303;1353897;0;No error;5;0104000020E610000002000000010100000023E9E45612DE62401452C8DF07D440C00101000000B452AD2AA0DE6240F3EC4D6782D240C0
1351519-1372537;815;1351519;1372537;100;Error;5;0104000020E6100000020000000101000000D5BAC3DC64F46240965CC5E2375140C001010000001215AA9B0BF46240ECE4C237035140C0
1353862-1290597;;1353862;1290597;0;No error;5;0104000020E610000002000000010100000065F5B3FDD0E56240620A7B7F28EF40C00101000000A6F2D13DC6E56240734C71B092EF40C0
1353897-1351303;;1353897;1351303;0;No error;5;0104000020E6100000020000000101000000B452AD2AA0DE6240F3EC4D6782D240C0010100000023E9E45612DE62401452C8DF07D440C0
1355432-1346753;;1355432;1346753;0;No error;5;0104000020E6100000020000000101000000E0FB766D0AD96240517B5BFAE1DD40C00101000000B1E5F0A420D96240D32A9F8AC0DE40C0
1355458-516269;;1355458;516269;0;No error;5;0104000020E61000000200000001010000005A76D20CF3F3624087A9882E036240C00101000000F5296CABBEF362401E5F31D92E6240C0
1355523-1361957;;1355523;1361957;0;No error;5;0104000020E6100000020000000101000000DB2049FF814A6240DF60B9EF624441C001010000005E6B4A0D884A6240CA7E2777E94341C0
1357937-1347775;;1357937;1347775;0;No error;5;0104000020E6100000020000000101000000086DDEDDAFDA62406954E0641B0A41C00101000000713216F2ADDA624095BB2AAB440A41C0
1362965-1363830;818;1362965;1363830;100;Error;5;0104000020E61000000200000001010000008F0134A590DF624005DD5ED218EE40C00101000000365DAA2D90DF62409335EA211AEE40C0
1360350-1344883;;1360350;1344883;0;No error;5;0104000020E61000000200000001010000002C90EA858CF66240BCD5CE8B6E7340C001010000006893C3279DF662403B10A331A47340C0
1360816-1474347;819;1360816;1474347;100;Error;5;0104000020E610000002000000010100000087ACC9AE8F1A6240D27B197BE53F41C00101000000105F8143831A6240C8467B174A4041C0
1365665-1373784;;1365665;1373784;0;No error;5;0104000020E61000000200000001010000003F879E3950DB6240CCD82B8771D340C00101000000B3BDCC6644DB6240E3F2695F8AD340C0
1361631-1956346;817;1361631;1956346;100;Error;5;0104000020E6100000020000000101000000BD0EE6C07CDB6240938554F602DB40C00101000000CE01DDF26CDB6240D811E22593DA40C0
1361901-1322670;813;1361901;1322670;70;Near error;5;0104000020E61000000200000001010000001A5D948FD32F6340CE2A7D3210CD3CC00101000000F9FF2735EA2F63404B62FF2BE1CD3CC0
1363707-191534;;1363707;191534;0;No error;5;0104000020E6100000020000000101000000FD9F68C386E362404EA6C0B80AE140C00101000000738005D5ABE36240BABBCE86FCE140C0
1364670-1346753;545;1364670;1346753;100;Error;5;0104000020E6100000020000000101000000537B6C26FAD86240E8418BB674DE40C00101000000B1E5F0A420D96240D32A9F8AC0DE40C0
1366167-1202226;;1366167;1202226;0;No error;5;0104000020E61000000200000001010000001C2F93972BE862406A2EDC5E776D40C001010000008588E5E063E86240566C825E6E6940C0
1368192-1372997;;1368192;1372997;0;No error;5;0104000020E6100000020000000101000000E0545A353EDF6240160445E2D4ED40C00101000000E2F20EA657DF6240E37789A020EE40C0
1368385-554101;693;1368385;554101;100;Error;5;0104000020E61000000200000001010000007670B03731AE61404CE0D6DD3CF13FC001010000006A126168DAAD614077C6AD388BF33FC0
1369104-1404277;;1369104;1404277;0;No error;5;0104000020E6100000020000000101000000627BD22ECBE062403F219628D60441C001010000005A83F75539E06240BC35FAE29C0441C0
1370028-1361791;;1370028;1361791;0;No error;5;0104000020E61000000200000001010000003FB84C978FDB62404AD97D22AAD840C001010000006594C217C1DB624020178B9587D840C0
1370621-592506;;1370621;592506;0;No error;5;0104000020E6100000020000000101000000B5C766A2E3E762408B20297D7CF140C00101000000F9426DC0CCE76240812040868EF140C0
1371211-1334523;;1371211;1334523;0;No error;5;0104000020E6100000020000000101000000241F0599AE1A6240F30CD06C0D4041C001010000001D774A07AB1A624083FA96395D4041C0
1373779-323620;;1373779;323620;0;No error;5;0104000020E610000002000000010100000059B8F64F01DB6240D669EE320DD240C00101000000774E0EFA2DDB62406E0091D9B4D140C0
1373784-1365665;;1373784;1365665;0;No error;5;0104000020E6100000020000000101000000B3BDCC6644DB6240E3F2695F8AD340C001010000003F879E3950DB6240CCD82B8771D340C0
1374413-1386543;820;1374413;1386543;100;Error;5;0104000020E6100000020000000101000000E07AB9F494DB62407711A62897C940C00101000000C53E5CCD95DB62400CE5E90198C940C0
1455374-1466363;;1455374;1466363;0;No error;5;0104000020E610000002000000010100000055AEA6A1FC5C624051DDB7B5E02D41C00101000000E0151CB9C95C624009C556D0B42D41C0
1375614-1364670;;1375614;1364670;0;No error;5;0104000020E61000000200000001010000005265733036D96240DB9145F531DF40C00101000000537B6C26FAD86240E8418BB674DE40C0
1375997-1390421;;1375997;1390421;0;No error;5;0104000020E61000000200000001010000005F6C109CE9E1624070AC3022F6FB40C0010100000055C2137ABDE162402A464C3F97FB40C0
1379045-1697316;886;1379045;1697316;100;Error;5;0104000020E61000000200000001010000002A1323F0ACDD6240B8B64B76C7773DC001010000009ED55D343FDA62405C8649021E683DC0
1380100-1955619;546;1380100;1955619;100;Error;5;0104000020E61000000200000001010000005B5D4E0948D862400F2153E34AD940C001010000008AB8EF0732D862401E824F1839DB40C0
1380511-1372537;815;1380511;1372537;100;Error;5;0104000020E6100000020000000101000000E525FF93FFF3624097E5EB32FC5040C001010000001215AA9B0BF46240ECE4C237035140C0
1381747-2115557;693;1381747;2115557;100;Error;5;0104000020E610000002000000010100000017E41D963CAE6140D1686105AEF13FC001010000003D597BE977AE61402BAD7598E5F33FC0
1382341-1554046;;1382341;1554046;0;No error;5;0104000020E610000002000000010100000029649DE051D86240B5A91501A9C140C0010100000001F2CA9A3DD86240CCA1FB28D9BF40C0
1456927-1646798;;1456927;1646798;0;No error;5;0104000020E61000000200000001010000009400EB27D2DF6240F4F0AF2F235340C0010100000093533BC3D4DC6240CD9B7928C05140C0
1385174-652365;;1385174;652365;0;No error;5;0104000020E6100000020000000101000000A5715E52ABE1624059FF42EAD1FB40C00101000000AC4896DDDDE16240210EC81462FC40C0
1386035-297981;;1386035;297981;0;No error;5;0104000020E6100000020000000101000000930E208D14E56240F129A50CC1ED40C0010100000082E49D4319E56240E736E15E99ED40C0
1386543-1374413;820;1386543;1374413;100;Error;5;0104000020E6100000020000000101000000C53E5CCD95DB62400CE5E90198C940C00101000000E07AB9F494DB62407711A62897C940C0
1386652-1339020;;1386652;1339020;0;No error;5;0104000020E610000002000000010100000040E5F3E560DF6240FC4BF7DFEFED40C00101000000580FA9B364DF6240B14DCF60F8ED40C0
1428002-1834391;;1428002;1834391;0;No error;5;0104000020E6100000020000000101000000228ED02A4E2F6340B1C22D1F49613CC0010100000075CF1500FE2E6340C94ADDDFEA623CC0
1389520-1368192;;1389520;1368192;0;No error;5;0104000020E6100000020000000101000000AB7587B949DF6240642717BE19ED40C00101000000E0545A353EDF6240160445E2D4ED40C0
1389807-1390110;;1389807;1390110;0;No error;5;0104000020E6100000020000000101000000924E6E2545DB6240AECF413CB7D340C001010000008920730A57DB62407E1CCD9195D340C0
1390110-1373784;;1390110;1373784;0;No error;5;0104000020E61000000200000001010000008920730A57DB62407E1CCD9195D340C00101000000B3BDCC6644DB6240E3F2695F8AD340C0
1390303-1413280;;1390303;1413280;0;No error;5;0104000020E6100000020000000101000000771A1F1CA2DD6240C894B48762E840C00101000000B6C65686A7DD6240DFA3A3C112E840C0
1390421-1375997;;1390421;1375997;0;No error;5;0104000020E610000002000000010100000055C2137ABDE162402A464C3F97FB40C001010000005F6C109CE9E1624070AC3022F6FB40C0
1391908-503031;686;1391908;503031;100;Error;5;0104000020E6100000020000000101000000958098840BE362407FFD6BD49E513DC00101000000B5673B4BF5E26240FFE66AD03C513DC0
1392197-1589798;;1392197;1589798;0;No error;5;0104000020E6100000020000000101000000E90A5B589CD562406235F169A9D640C0010100000010B3F226DAD46240E2D4BD045DD540C0
1393345-229316;;1393345;229316;0;No error;5;0104000020E61000000200000001010000000237418A70DF6240888043A852F540C0010100000029F0A9F76FDF6240848DA152DBF440C0
1393503-1091419;;1393503;1091419;0;No error;5;0104000020E6100000020000000101000000C5BF1946CBD8624033B44B659BE140C00101000000E46ABF10CDD86240A5AA645B61E140C0
1394134-503031;;1394134;503031;0;No error;5;0104000020E6100000020000000101000000E150AEDF02E36240FAFA100A00523DC00101000000B5673B4BF5E26240FFE66AD03C513DC0
1395131-503031;686;1395131;503031;70;Near error;5;0104000020E610000002000000010100000030687CBA15E3624031C225112B513DC00101000000B5673B4BF5E26240FFE66AD03C513DC0
1398708-2324;542;1398708;2324;100;Error;5;0104000020E6100000020000000101000000BE16F4DE18BB624094C217810CDA40C0010100000058F90A7713BB6240C752DAD1EED940C0
1399308-499298;;1399308;499298;0;No error;5;0104000020E6100000020000000101000000104E55EBCE5A624043D43373377741C00101000000AED9CA4BFE5A62403013A001506B41C0
1400699-1409795;;1400699;1409795;0;No error;5;0104000020E61000000200000001010000005B05D61643DC6240EF20D15F43C840C00101000000501E712380DC6240D773886EACC740C0
1408515-1298972;;1408515;1298972;0;No error;5;0104000020E61000000200000001010000006DBC85BFF0516240824F1839B05D41C00101000000DAA21694F351624019DC20A4B85E41C0
1401951-1420293;668;1401951;1420293;100;Error;5;0104000020E610000002000000010100000096CE876709C5624020651FBF12DF40C0010100000044D2B8818CC36240D839BCD694E040C0
1402499-1408209;824;1402499;1408209;100;Error;5;0104000020E61000000200000001010000003DE477E459326240E83812C369D341C00101000000203BB9F04D326240402A6AD553D341C0
1403483-1595788;;1403483;1595788;0;No error;5;0104000020E6100000020000000101000000B08394E921896240FA3ABA5BA32741C001010000000068DEBB17896240A4FACE2F4A2841C0
1404023-555804;;1404023;555804;0;No error;5;0104000020E610000002000000010100000080DD9F41F9DF62405EC598AA6AFD40C001010000004B9F0C44C5DF624014ABABA7FBFD40C0
1406968-1132495;;1406968;1132495;0;No error;5;0104000020E6100000020000000101000000B130E9946CE96240320972AB7B8240C00101000000E59E09A8CBE8624007AE974B4F8140C0
1408483-1416158;825;1408483;1416158;70;Near error;5;0104000020E6100000020000000101000000C7962F798D6662409C64F558446841C00101000000AA7C748F91666240C7D97404706841C0
1408904-118722;;1408904;118722;0;No error;5;0104000020E61000000200000001010000009FFFC302C4E5624055F7C8E6AAE540C001010000008811C2A3CDE56240EBE5779ACCE540C0
1409795-1415525;;1409795;1415525;0;No error;5;0104000020E6100000020000000101000000501E712380DC6240D773886EACC740C00101000000D40561133EDC6240411E0B1BAFC740C0
1410039-1608879;;1410039;1608879;0;No error;5;0104000020E6100000020000000101000000C8540B367FDB6240F3D54455020441C00101000000B0A9F3A8F8DD624000E48409A30E41C0
1416702-134678;552;1416702;134678;100;Error;5;0104000020E6100000020000000101000000FB3E1C2484A5624048E6ECF88AB141C001010000009367A89B95A562405EBEF561BDB141C0
1410750-555804;;1410750;555804;0;No error;5;0104000020E610000002000000010100000058DF652B54E062403691990B5CFD40C001010000004B9F0C44C5DF624014ABABA7FBFD40C0
1412336-1775712;515;1412336;1775712;100;Error;5;0104000020E6100000020000000101000000FAFF82EE1CE062406C7BBB25390741C0010100000062DC685B28E0624056A7B9CB340741C0
1420293-1401951;668;1420293;1401951;100;Error;5;0104000020E610000002000000010100000044D2B8818CC36240D839BCD694E040C0010100000096CE876709C5624020651FBF12DF40C0
1412728-33359;;1412728;33359;0;No error;5;0104000020E6100000020000000101000000F9927CDB02E4624047832568DDCC40C001010000005E08837CDAE36240396C1107BFCC40C0
1413280-1390303;;1413280;1390303;0;No error;5;0104000020E6100000020000000101000000B6C65686A7DD6240DFA3A3C112E840C00101000000771A1F1CA2DD6240C894B48762E840C0
1415170-1580118;;1415170;1580118;0;No error;5;0104000020E61000000200000001010000009B5D521017576240F2AA18F89B6A41C0010100000012842BA0D05862405CCCCF0D4D6441C0
1415525-1409795;;1415525;1409795;0;No error;5;0104000020E6100000020000000101000000D40561133EDC6240411E0B1BAFC740C00101000000501E712380DC6240D773886EACC740C0
1415792-431903;;1415792;431903;0;No error;5;0104000020E6100000020000000101000000083653C6A46C6240444C2E6B078941C00101000000ECDFF599B36C62408F972485688841C0
1416158-1408483;825;1416158;1408483;70;Near error;5;0104000020E6100000020000000101000000AA7C748F91666240C7D97404706841C00101000000C7962F798D6662409C64F558446841C0
